name,selected,diocese,town,order,typeHouse,members,year,latitude,longitude,mother hou,nickAdd,NAnetInc,lnInc,survival,bigOrder,smallOrder,bigHouse,smallHouse,rebel,distLond,ladyHouse,ladyInc,county,region,founded,originalFoundation,foundedSource,ID
Kirby Bellars Priory,,,Kirby Bellars,Augustinian,Canons Regular,Canons,1536,52.75872,-0.938524,,,142.0,4.955827058,0,1,0,0,1,0,1.494120871,0,0.0,LEICESTERSHIRE,4,,,,518
Dale Abbey,,,Dale Abbey,Premonstratensian,,Canons,1538,52.944288,-1.350238,,,144.0,4.9698133,2,0,1,0,1,0,1.890858566,0,0.0,DERBYSHIRE,4,,,,519
Louth Park Abbey,,,Louth,Cistercian,,Monks,1536,53.37657,0.027,Fountains,,147.0,4.990432587,0,1,0,0,1,1,1.872201265,0,0.0,LINCOLNSHIRE,4,,,,520
Stoneleigh Abbey,,,,Cistercian,,Monks,1536,52.338453,-1.533805,Bordesley,,151.0,5.017279837,0,1,0,0,1,0,1.640291139,0,0.0,WARWICKSHIRE,4,,,,521
Stixwould Priory Benedictines,1.0,,Stixwould,Benedictine,,Nuns,1537,53.178692,-0.247281,,,152.0,5.023880521,1,1,0,0,1,1,1.673684774,1,152.0,LINCOLNSHIRE,4,,,,522
Bullington Priory,,,Bullington,Gilbertine,,Mixed,1538,53.275422,-0.351087,,,158.0,5.062595033,2,0,1,0,1,1,1.780729564,0,0.0,LINCOLNSHIRE,4,,,,523
Garendon Abbey,,,Shepshed,Cistercian,,Monks,1536,52.774726,-1.258232,Waverley Abbey,,159.0,5.068904202,0,1,0,0,1,0,1.702772102,0,0.0,LEICESTERSHIRE,4,,,,524
Halston Preceptory,,,,Augustinian,Knights Hospitaller,,1540,52.87502,-2.983818,,,160.0,5.075173815,4,1,0,0,1,0,3.174211596,0,0.0,SHROPSHIRE,4,,,,525
Owston Abbey,,,,Augustinian,Canons Regular,Canons,1536,52.663915,-0.856427,,,161.0,5.081404365,0,1,0,0,1,0,1.36990751,0,0.0,LEICESTERSHIRE,4,,,,526
Stixwould Priory Premonstratensians,,,Stixwould,Premonstratensian,,Canonesses,1539,53.178692,-0.247281,,,165.0,5.105945474,3,0,1,0,1,1,1.673684774,1,165.0,LINCOLNSHIRE,4,,,,527
Bourne Abbey,1.0,,Bourne,Augustinian,Arrouaisian,Canons,1536,52.766322,-0.375556,,,167.0,5.117993812,0,1,0,0,1,1,1.282430723,0,0.0,LINCOLNSHIRE,4,1138.0,,https://www.british-history.ac.uk/vch/lincs/vol2/pp177-178,528
Freiston Priory,,,Frieston,Benedictine,,Monks,1539,52.9739,0.0506,Crowland,,167.0,5.117993812,3,1,0,0,1,1,1.473588443,0,0.0,LINCOLNSHIRE,4,,,,529
Swineshead Abbey,1.0,,,Cistercian,,Monks,1536,52.947804,-0.141782,Furness Abbey,,167.0,5.117993812,0,1,0,0,1,1,1.437999019,0,0.0,LINCOLNSHIRE,4,1148.0,,https://www.british-history.ac.uk/vch/lincs/vol2/pp145-146,530
"Newstead Priory, Nottinghamshire",1.0,,Newstead,Augustinian,,Canons,1539,53.078391,-1.192769,,,167.0,5.117993812,3,1,0,0,1,0,1.901253215,0,0.0,NOTTINGHAMSHIRE,4,1170.0,,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=318057&resourceID=19191,531
Willoughton Preceptory,,,Temple Garth,Augustinian,Knights Hospitaller,,1540,53.4269,-0.6053,,,174.0,5.159055299,4,1,0,0,1,1,1.977844648,0,0.0,LINCOLNSHIRE,4,,,,532
Rufford Abbey,,,Rufford,Cistercian,,Monks,1536,53.176455,-1.035669,Rievaulx,,176.0,5.170483995,0,1,0,0,1,0,1.902368297,0,0.0,NOTTINGHAMSHIRE,4,1148.0,,http://www.nottshistory.org.uk/Jacks1881/rufford.htm,533
Norton Priory,1.0,,Norton,Augustinian,,Canons,1536,53.3423,-2.6799,,,180.0,5.192956851,0,1,0,0,1,0,3.149625776,0,0.0,CHESHIRE,4,1134.0,,https://www.nortonpriory.org/,534
Balsall Preceptory,,,Balsall,Augustinian,Knights Hospitaller,,1540,52.381549,-1.697353,,,184.0,5.214935758,4,1,0,0,1,0,1.803784271,0,0.0,WARWICKSHIRE,4,,,,535
Temple Bruer Preceptory,,,,Augustinian,Knights Hospitaller,,1540,53.071064,-0.496158,,,185.0,5.220355825,4,1,0,0,1,1,1.606190731,0,0.0,LINCOLNSHIRE,4,,,,536
Beauvale Charterhouse,1.0,,Hucknall,Carthusian,,Monks,1539,53.036478,-1.267416,,,196.0,5.278114659,3,0,1,0,1,0,1.910775328,0,0.0,NOTTINGHAMSHIRE,4,1343.0,,https://www.british-history.ac.uk/vch/notts/vol2/pp105-109,537
Tutbury Priory,,,Tutbury,Benedictine,,Monks,1538,52.859064,-1.687753,,1.0,199.0,,2,1,0,0,1,0,2.06973047,0,,STAFFORDSHIRE,4,,,,538
St Catherine's Priory,,,Lincoln,Gilbertine,,Canons,1538,53.214181,-0.547219,,,202.0,5.308267697,2,0,1,1,0,1,1.757377591,0,0.0,LINCOLNSHIRE,4,,,,539
Northampton Abbey of St James,,,Northampton,Augustinian,,Canons,1538,52.240234,-0.925719,,,213.0,5.361292166,2,1,0,1,0,0,1.08880216,0,0.0,NORTHAMPTONSHIRE,4,,,,540
Combermere Abbey,1.0,,Burleydam,Cistercian,,Monks,1539,52.993611,-2.613889,Savigny,,225.0,5.416100402,3,1,0,1,0,0,2.903457307,0,0.0,CHESHIRE,4,1133.0,,https://www.british-history.ac.uk/vch/ches/vol3/pp150-156,541
Dieulacres Abbey,,,Abbey Green,Cistercian,,Monks,1539,53.117934,-2.026715,Combermere,,227.0,5.424950017,3,1,0,1,0,0,2.495648807,0,0.0,STAFFORDSHIRE,4,,,,542
Lilleshall Abbey,,,Telford,Augustinian,Arrouaisian,Canons,1538,52.7247,-2.3898,,,229.0,5.433722004,2,1,0,1,0,0,2.576066183,0,0.0,SHROPSHIRE,4,,,,543
Axholme Charterhouse,1.0,,Owston Ferry,Carthusian,,Monks,1538,53.5075,-0.7861,,,237.0,5.468060141,2,0,1,1,0,1,2.106236039,0,0.0,LINCOLNSHIRE,4,1395.0,,https://www.british-history.ac.uk/vch/lincs/vol2/pp158-160,544
Worksop Priory,,,Worksop,Augustinian,,Canons,1539,53.303611,-1.115556,,,239.0,5.476463552,3,1,0,1,0,0,2.05230575,0,0.0,NOTTINGHAMSHIRE,4,1131.0,,https://southwellchurches.nottingham.ac.uk/worksop-priory/hhistory.php chose middle of range,545
Barlings Abbey,1.0,,Barlings,Premonstratensian,,Canons,1537,53.2479,-0.3685,,,242.0,5.488937726,1,0,1,1,0,1,1.755846397,0,0.0,LINCOLNSHIRE,4,1154.0,,https://www.british-history.ac.uk/vch/lincs/vol2/pp202-205,546
Welbeck Abbey,,,Welbeck,Premonstratensian,,Canons,1538,53.261488,-1.168179,,,249.0,5.517452896,2,0,1,1,0,0,2.042149877,0,0.0,NOTTINGHAMSHIRE,4,1153.0,,https://historicengland.org.uk/listing/the-list/list-entry/1000556?section=official-list-entry,547
Nuneaton Priory,,,,Benedictine,,Nuns,1539,52.525267,-1.477288,,,253.0,5.533389489,3,1,0,1,0,0,1.696513808,1,253.0,WARWICKSHIRE,4,,,,548
Merevale Abbey,,,Merevale,Cistercian,,Monks,1538,52.5733,-1.5654,Bordesley,,254.0,5.537334267,2,1,0,1,0,0,1.79590762,0,0.0,WARWICKSHIRE,4,,,,549
Darley Abbey,,,Darley Abbey,Augustinian,Canons Regular,Canons,1538,52.941946,-1.476915,,,258.0,5.552959585,2,1,0,1,0,0,1.974043452,0,0.0,DERBYSHIRE,4,,,,550
Sulby Abbey,,,,Premonstratensian,,Canons,1538,52.414715,-1.034448,,,258.0,5.552959585,2,0,1,1,0,0,1.287712269,0,0.0,NORTHAMPTONSHIRE,4,,,,551
Thurgarton Priory,,,,Augustinian,,Canons,1538,53.035326,-0.96995,,,259.0,5.556828062,2,1,0,1,0,0,1.747074076,0,0.0,NOTTINGHAMSHIRE,4,1130.0,,https://southwellchurches.nottingham.ac.uk/thurgarton/hhistory.php,552
Haughmond Abbey,,,Uffington,Augustinian,,Canons,1539,52.732312,-2.680289,,,259.0,5.556828062,3,1,0,1,0,0,2.838812973,0,0.0,SHROPSHIRE,4,,,,553
Wigmore Abbey,,,,Augustinian,Victorine,Canons,1538,52.336293,-2.866571,,,261.0,5.564520407,2,1,0,1,0,0,2.869991805,0,0.0,HEREFORDSHIRE,4,,,,554
St Andrews,,,Northampton,Benedictine,Cluniac,,1538,52.248,-0.8985,,,263.0,5.572154032,2,1,0,1,0,0,1.074089456,0,0.0,NORTHAMPTONSHIRE,4,,,,555
Burton Abbey,,,Burton Upon Trent,Benedictine,,Monks,1539,52.801418,-1.628943,,,267.0,5.587248658,3,1,0,1,0,0,1.987563086,0,0.0,STAFFORDSHIRE,4,,,,556
Halesowen Abbey,,,Halesowen,Premonstratensian,,Canons,1538,52.443809,-2.036922,,,280.0,5.634789603,2,0,1,1,0,0,2.133981517,0,0.0,SHROPSHIRE,4,,,,557
Pipewell Abbey,,,,Cistercian,,Monks,1538,52.461651,-0.765653,Newminster,,283.0,5.645446898,2,1,0,1,0,0,1.151071029,0,0.0,NORTHAMPTONSHIRE,4,,,,558
Kirkstead Abbey,1.0,,Kirkstead,Cistercian,,Monks,1537,53.138463,-0.223131,Fountains,,286.0,5.655991811,1,1,0,1,0,1,1.631846578,0,0.0,LINCOLNSHIRE,4,1139.0,,https://www.british-history.ac.uk/vch/lincs/vol2/pp135-138,559
Revesby Abbey,,,Revesby,Cistercian,,Monks,1538,53.143343,-0.047003,Rievaulx,,287.0,5.659482216,2,1,0,1,0,1,1.634889641,0,0.0,LINCOLNSHIRE,4,,,,560
Great Malvern Priory,,,Malvern,Benedictine,,Monks,1539,52.110479,-2.328509,Westminister Abbey,,308.0,5.730099783,3,1,0,1,0,0,2.290520242,0,0.0,WORCESTERSHIRE,4,,,,561
Combe Abbey,,,,Cistercian,,Monks,1539,52.414282,-1.408176,Waverley Abbey,,311.0,5.739792912,3,1,0,1,0,0,1.575443436,0,0.0,WARWICKSHIRE,4,,,,562
Sempringham Priory,,,Pointon and Sempringham,Gilbertine,,Mixed,1538,52.878899,-0.358087,,,317.0,5.758901774,2,0,1,1,0,1,1.389776325,0,0.0,LINCOLNSHIRE,4,,,,563
Lenton Priory,,,"Lenton, Nottingham",Benedictine,Cluniac,,1538,52.943064,-1.178748,,,329.0,5.796057751,2,1,0,1,0,0,1.782875937,0,0.0,NOTTINGHAMSHIRE,4,1108.0,,https://www.medievalists.net/2021/03/lenton-priory/,564
Hailes Abbey,,,Stanway,Cistercian,,Monks,1539,51.96831,-1.928067,Beaulieu,,357.0,5.877735782,3,1,0,1,0,0,1.867090945,0,0.0,GLOUCESTERSHIRE,4,,,,565
Bardney Abbey,,,Bardney,Benedictine,,Monks,1538,53.220787,-0.333501,,,366.0,5.902633333,2,1,0,1,0,1,1.724293986,0,0.0,LINCOLNSHIRE,4,,,,566
Croxton Abbey,,,Croxton Kerrial,Premonstratensian,,Canons,1538,52.841108,-0.779118,,,385.0,5.953243334,2,0,1,1,0,0,1.486200964,0,0.0,LEICESTERSHIRE,4,,,,567
Bordesley Abbey,,,Redditch,Cistercian,,Monks,1538,52.316667,-1.933889,Garendon,,388.0,5.96100534,2,1,0,1,0,0,1.986907482,0,0.0,WORCESTERSHIRE,4,,,,568
Launde Priory,1.0,,Launde,Augustinian,Canons Regular,Canons,1539,52.6312,-0.823366,,,399.0,5.988961417,3,1,0,1,0,0,1.324571467,0,0.0,LEICESTERSHIRE,4,1125.0,,https://www.british-history.ac.uk/vch/leics/vol2/pp10-13,569
Wenlock Priory,,,Much Wenlock,Benedictine,Cluniac,,1539,52.597354,-2.55525,,,401.0,5.993961427,3,1,0,1,0,0,2.66871483,0,0.0,SHROPSHIRE,4,,,,570
Leominster Priory,1.0,,Leominster,Benedictine,,Monks,1539,52.2293,-2.7359,Reading,,448.0,6.104793232,3,1,0,1,0,0,2.714823996,0,0.0,HEREFORDSHIRE,4,1125.0,850.0,https://www.british-history.ac.uk/rchme/heref/vol3/pp111-126,571
Vale Royal Abbey,,,Whitegate and Marton,Cistercian,,Monks,1538,53.224722,-2.542634,Abbey Dore,,518.0,6.249975242,2,1,0,1,0,0,2.969618941,0,0.0,CHESHIRE,4,1270.0,,https://www.vra.co.uk/wp-content/uploads/2013/02/TheHistoryofValeRoyalAbbey.pdf,572
Shrewsbury Abbey,1.0,,Shrewsbury,Benedictine,,Monks,1540,52.707607,-2.743916,,,532.0,6.276643489,4,1,0,1,0,0,2.886030525,0,0.0,SHROPSHIRE,4,1087.0,,https://www.british-history.ac.uk/vch/salop/vol2/pp30-37,573
"St Mary's Abbey, Kenilworth",,,Kenilworth,Augustinian,,Canons,1538,52.34855,-1.58338,,,538.0,6.28785856,2,1,0,1,0,0,1.688256965,0,0.0,WARWICKSHIRE,4,,,,574
Thornton Abbey,1.0,,Thornton Curtis,Augustinian,,Canons,1539,53.655125,-0.309758,,,591.0,6.381816017,3,1,0,1,0,1,2.153669904,0,0.0,LINCOLNSHIRE,4,1139.0,,https://www.british-history.ac.uk/vch/lincs/vol2/pp163-166,575
Pershore Abbey,,,Pershore,Benedictine,,Monks,1539,52.110426,-2.077593,,,643.0,6.466144724,3,1,0,1,0,0,2.049420454,0,0.0,WORCESTERSHIRE,4,,,,576
Llanthony Secunda Priory,,,Gloucester,Augustinian,,Canons,1539,51.860439,-2.256875,,,648.0,6.473890696,3,1,0,1,0,0,2.167294625,0,0.0,GLOUCESTERSHIRE,4,,,,577
St Augustine's Abbey Bristol,,,Bristol,Augustinian,,Canons,1540,51.4517,-2.6007,,,670.0,6.507277712,4,1,0,1,0,0,2.483284448,0,0.0,GLOUCESTERSHIRE,4,,,,578
Winchcombe Abbey,,,Winchcombe,Benedictine,,Monks,1539,51.953333,-1.966944,,,759.0,6.632001777,3,1,0,1,0,0,1.901254398,0,0.0,GLOUCESTERSHIRE,4,,,,579
St Mary's Priory and Cathedral,,,Coventry,Benedictine,,Monks,1539,52.4089,-1.5085,,,808.0,6.694562059,3,1,0,1,0,0,1.655667047,0,0.0,WARWICKSHIRE,4,,,,580
Spalding Priory,,,Spalding,Benedictine,,Monks,1540,52.785806,-0.152889,,,933.0,6.838405201,4,1,0,1,0,1,1.276280229,0,0.0,LINCOLNSHIRE,4,,,,581
Leicester Abbey,1.0,,Leicester,Augustinian,Canons Regular,Canons,1538,52.648989,-1.136583,,,951.0,6.857514063,2,1,0,1,0,0,1.527940955,0,0.0,LEICESTERSHIRE,4,1143.0,,https://www.british-history.ac.uk/vch/leics/vol2/pp13-19,582
St Werburgh's Abbey,1.0,,Chester,Benedictine,,Monks,1538,53.191882,-2.890539,,,1003.0,6.910750788,2,1,0,1,0,0,3.242706442,0,0.0,CHESHIRE,4,1093.0,,https://www.worldcat.org/title/monks-of-chester-the-history-of-st-werburghs-abbey/oclc/1266192,583
Cirencester Abbey,,,Cirencester,Augustinian,,Canons,1539,51.718933,-1.966144,,,1051.0,6.957497371,3,1,0,1,0,0,1.859817094,0,0.0,GLOUCESTERSHIRE,4,,,,584
Croyland Abbey,,,Crowland,Benedictine,,Monks,1539,52.676414,-0.16499,,,1093.0,6.996681488,3,1,0,1,0,1,1.167356112,0,0.0,LINCOLNSHIRE,4,,,,585
Evesham Abbey,,,Evesham,Benedictine,,Monks,1539,52.0913,-1.9468,,,1183.0,7.075808864,3,1,0,1,0,0,1.918867734,0,0.0,WORCESTERSHIRE,4,,,,586
Worcester Priory,,,Worcester,Benedictine,,Monks,1540,52.188738,-2.220732,,,1290.0,7.162397497,4,1,0,1,0,0,2.209467492,0,0.0,WORCESTERSHIRE,4,,,,587
St Peter's Abbey,,,Gloucester,Benedictine,,Monks,1540,51.86735,-2.246485,,,1430.0,7.265429723,4,1,0,1,0,0,2.158175556,0,0.0,GLOUCESTERSHIRE,4,,,,588
Tewkesbury Abbey,,,Tewkesbury,Benedictine,,Monks,1539,51.990326,-2.160524,,,1598.0,7.376508126,3,1,0,1,0,0,2.098144147,0,0.0,GLOUCESTERSHIRE,4,,,,589
Peterborough,1.0,,,Benedictine,,Monks,1539,52.572581,-0.239484,,,1679.0,7.425953657,3,1,0,1,0,0,1.069491682,0,0.0,NORTHAMPTONSHIRE,4,966.0,655.0,https://www.british-history.ac.uk/vch/northants/vol2/pp83-95,590
Blackfriars Chester,,,Chester,Dominican,,Friars,1538,53.189481,-2.895392,Oxford,,,,2,0,1,0,1,0,3.245613545,0,,CHESHIRE,4,,,,591
Chester Carmelite Friary,,,Chester,Carmelites,,,1538,53.188819,-2.893225,,,,,2,0,1,0,1,0,3.243416717,0,,CHESHIRE,4,,,,592
Chester Franciscan Friary,,,Chester,Franciscan,"Friars Minor, Conventual",Friars,1538,53.188198,-2.892541,Worcester,,,,2,0,1,0,1,0,3.242510045,0,,CHESHIRE,4,,,,593
Barrow Camera,,,Barrow upon Trent,Augustinian,Knights Hospitaller,,1540,52.863,-1.501,Yeaveley,,,,4,1,0,0,1,0,1.93468897,0,,DERBYSHIRE,4,,,,594
"Blackfriars, Derby",,,Derby,Dominican,,Friars,1539,52.923311,-1.483827,Oxford,,,,3,0,1,0,1,0,1.965364654,0,,DERBYSHIRE,4,,,,595
"Austin Friary, Bristol",,,Bristol,Augustinian,Austin Friars,Friars,1538,51.450283,-2.584094,Oxford,,,,2,1,0,0,1,0,2.466716953,0,,GLOUCESTERSHIRE,4,,,,596
"Blackfriars, Bristol",,,Broadmead,Dominican,,Friars,1538,51.457296,-2.58772,London,,,,2,0,1,0,1,0,2.470182312,0,,GLOUCESTERSHIRE,4,,,,597
"Blackfriars, Gloucester",,,Gloucester,Dominican,,Friars,1539,51.864249,-2.248558,Oxford,,,,3,0,1,0,1,0,2.159709157,0,,GLOUCESTERSHIRE,4,,,,598
Bristol,,,Bristol,Franciscan,"Friars Minor, Conventual",Friars,1538,51.458098,-2.595649,Bristol,,,,2,0,1,0,1,0,2.478092586,0,,GLOUCESTERSHIRE,4,,,,599
"Greyfriars, Gloucester",,,Gloucester,Franciscan,"Friars Minor, Conventual",Friars,1538,51.86359,-2.246264,Bristol,,,,2,0,1,0,1,0,2.157338151,0,,GLOUCESTERSHIRE,4,,,,600
Prinknash Abbey,,,Gloucester,Benedictine,,Monks,1539,51.8225,-2.176111,,,,,3,1,0,0,1,0,2.081601673,0,,GLOUCESTERSHIRE,4,,,,601
"Whitefriars, Bristol",,,Bristol,Carmelites,,,1538,51.454655,-2.598261,,,,,2,0,1,0,1,0,2.480778437,0,,GLOUCESTERSHIRE,4,,,,602
"Whitefriars, Gloucester",,,Gloucester,Carmelites,,,1538,51.865524,-2.239784,,,,,2,0,1,0,1,0,2.151264816,0,,GLOUCESTERSHIRE,4,,,,603
Hereford Dominicans,,,Hereford,Dominican,,Friars,1538,52.06,-2.713,Oxford,,,,2,0,1,0,1,0,2.65254708,0,,HEREFORDSHIRE,4,,,,604
Hereford Franciscans,,,Hereford,Franciscan,"Friars Minor, Conventual",Friars,1538,52.052897,-2.721926,Bristol,,,,2,0,1,0,1,0,2.659820857,0,,HEREFORDSHIRE,4,,,,605
"Blackfriars, Leicester",,,Leicester,Dominican,,Friars,1538,52.636657,-1.142333,Oxford,,,,2,0,1,0,1,0,1.522632337,0,,LEICESTERSHIRE,4,,,,606
"Greyfriars, Leicester",,,Leicester,Franciscan,"Friars Minor, Conventual",Friars,1538,52.634035,-1.136143,Oxford,,,,2,0,1,0,1,0,1.516530986,0,,LEICESTERSHIRE,4,,,,607
Leicester Austin Friary,,,Leicester,Augustinian,Austin Friars,Friars,1538,52.634395,-1.143792,,,,,2,1,0,0,1,0,1.521942244,0,,LEICESTERSHIRE,4,,,,608
Austin Friars Grimsby,,,Grimsby,Augustinian,Austin Friars,Friars,1539,53.566117,-0.086523,Lincoln,,,,3,1,0,0,1,1,2.056359459,0,,LINCOLNSHIRE,4,,,,609
"Austin Friary, Boston",,,Boston,Augustinian,Austin Friars,Friars,1539,52.9717,-0.0192,Lincoln,,,,3,1,0,0,1,1,1.465042013,0,,LINCOLNSHIRE,4,,,,610
"Blackfriars, Lincoln",,,Lincoln,Dominican,,Friars,1539,53.23118,-0.532876,York,,,,3,0,1,0,1,1,1.770451841,0,,LINCOLNSHIRE,4,,,,611
Boston,,,Boston,Carmelites,,,1539,52.9753,-0.0256,,,,,3,0,1,0,1,1,1.468216721,0,,LINCOLNSHIRE,4,,,,612
Deeping St James Priory,,,Deeping St James,Benedictine,,Monks,1539,52.6717,-0.2895,Thorney,,,,3,1,0,0,1,1,1.174276309,0,,LINCOLNSHIRE,4,,,,613
Grantham,,,Grantham,Franciscan,"Friars Minor, Conventual",Friars,1539,52.912147,-0.646739,Oxford,,,,3,0,1,0,1,1,1.498491042,0,,LINCOLNSHIRE,4,,,,614
"Greyfriars, Boston",,,Boston,Franciscan,"Friars Minor, Conventual",Friars,1539,52.9748,-0.0217,York,,,,3,0,1,0,1,1,1.467968665,0,,LINCOLNSHIRE,4,,,,615
"Greyfriars, Grimsby",,,Grimsby,Franciscan,"Friars Minor, Conventual",Friars,1538,53.562993,-0.092028,York,,,,2,0,1,0,1,1,2.053158544,0,,LINCOLNSHIRE,4,,,,616
"Greyfriars, Lincoln",,,Lincoln,Franciscan,"Friars Minor, Conventual",Friars,1538,53.229587,-0.539845,York,,,,2,0,1,0,1,1,1.77055028,0,,LINCOLNSHIRE,4,,,,617
Lincoln,,,Lincoln,Augustinian,Austin Friars,Friars,1539,53.238672,-0.538692,Lincoln,,,,3,1,0,0,1,1,1.779102165,0,,LINCOLNSHIRE,4,,,,618
Stamford Austin Friars,,,Stamford,Augustinian,Austin Friars,Friars,1538,52.650077,-0.486183,Lincoln,,,,2,1,0,0,1,1,1.198023648,0,,LINCOLNSHIRE,4,,,,619
Stamford Blackfriars,,,Stamford,Dominican,,Friars,1538,52.652388,-0.471591,Cambridge,,,,2,0,1,0,1,1,1.195828679,0,,LINCOLNSHIRE,4,,,,620
Stamford Greyfriars,,,Stamford,Franciscan,"Friars Minor, Conventual",Friars,1538,52.654904,-0.470173,Oxford,,,,2,0,1,0,1,1,1.197814913,0,,LINCOLNSHIRE,4,,,,621
Stamford Whitefriars,,,Stamford,Carmelites,,,1538,52.653833,-0.471404,,,,,2,0,1,0,1,1,1.197153979,0,,LINCOLNSHIRE,4,,,,622
"Whitefriars, Lincoln",,,Lincoln,Carmelites,,,1539,53.22445,-0.54404,,,,,3,0,1,0,1,1,1.766568336,0,,LINCOLNSHIRE,4,,,,623
"Blackfriars, Boston",,,Boston,Dominican,,Friars,1539,52.9756,-0.0227,York,,,,3,0,1,0,1,1,1.468701644,0,,LINCOLNSHIRE,4,,,,624
Northampton,,,Northampton,Augustinian,Austin Friars,Friars,1538,52.239164,-0.923253,Lincoln,,,,2,1,0,0,1,0,1.086255721,0,,NORTHAMPTONSHIRE,4,,,,625
Northampton Blackfriars,,,Northampton,Dominican,,Friars,1538,52.236667,-0.900201,Oxford,,,,2,0,1,0,1,0,1.067579928,0,,NORTHAMPTONSHIRE,4,,,,626
Northampton Greyfriars,,,Northampton,Franciscan,"Friars Minor, Conventual",Friars,1538,52.239316,-0.89501,Oxford,,,,2,0,1,0,1,0,1.065594189,0,,NORTHAMPTONSHIRE,4,,,,627
Northampton Whitefriars,,,Northampton,Carmelites,,,1538,52.240931,-0.894677,,,,,2,0,1,0,1,0,1.066457671,0,,NORTHAMPTONSHIRE,4,,,,628
Newark,,,Newark,Franciscan,Observant,Friars,1534,53.077663,-0.804255,,,,,-2,0,1,0,1,0,1.711249826,0,,NOTTINGHAMSHIRE,4,,,,629
Nottingham Greyfriars,,,Nottingham,Franciscan,"Friars Minor, Conventual",Friars,1539,52.949842,-1.150113,Oxford,,,,3,0,1,0,1,0,1.771495362,0,,NOTTINGHAMSHIRE,4,,,,630
Nottingham Whitefriars,,,Nottingham,Carmelites,,,1539,52.952631,-1.15184,,,,,3,0,1,0,1,0,1.77476832,0,,NOTTINGHAMSHIRE,4,,,,631
Bridgnorth,,,Bridgnorth,Franciscan,"Friars Minor, Conventual",Friars,1538,52.537041,-2.416122,Worcester,,,,2,0,1,0,1,0,2.517085284,0,,SHROPSHIRE,4,,,,632
Ludlow Austin Friars,,,Ludlow,Augustinian,Austin Friars,Friars,1538,52.367854,-2.715225,,,,,2,1,0,0,1,0,2.735136514,0,,SHROPSHIRE,4,,,,633
Ludlow White Friars,,,Ludlow,Carmelites,,,1538,52.370876,-2.721193,,,,,2,0,1,0,1,0,2.741751384,0,,SHROPSHIRE,4,,,,634
Shrewsbury Austin Friars,,,Shrewsbury,Augustinian,Austin Friars,Friars,1538,52.708811,-2.760261,Ludlow,,,,2,1,0,0,1,0,2.901406997,0,,SHROPSHIRE,4,,,,635
Shrewsbury Blackfriars,,,Shrewsbury,Dominican,,Friars,1539,52.708795,-2.749924,Oxford,,,,3,0,1,0,1,0,2.891990148,0,,SHROPSHIRE,4,,,,636
Shrewsbury Greyfriars,,,Shrewsbury,Franciscan,"Friars Minor, Conventual",Friars,1539,52.705021,-2.748964,Worcester,,,,3,0,1,0,1,0,2.889553699,0,,SHROPSHIRE,4,,,,637
Woodhouse Austin Friars,,,Woodhouse,Augustinian,Austin Friars,Friars,1539,52.391416,-2.520123,Ludlow,,,,3,1,0,0,1,0,2.558634139,0,,SHROPSHIRE,4,,,,638
"Franciscan Friary, Lichfield",,,Lichfield,Franciscan,"Friars Minor, Conventual",Friars,1538,52.68191,-1.83008,Worcester,,,,2,0,1,0,1,0,2.074668303,0,,STAFFORDSHIRE,4,,,,639
Newcastle-under-Lyme Friary,,,Newcastle-Under-Lyme,Dominican,,Friars,1538,53.008262,-2.236313,Oxford,,,,2,0,1,0,1,0,2.594535668,0,,STAFFORDSHIRE,4,,,,640
Stafford Austin Friars,,,Stafford,Augustinian,Austin Friars,Friars,1539,52.802713,-2.114546,Ludlow,,,,3,1,0,0,1,0,2.37842459,0,,STAFFORDSHIRE,4,,,,641
Stafford Greyfriars,,,Stafford,Franciscan,"Friars Minor, Conventual",Friars,1539,52.812957,-2.121461,Worcester,,,,3,0,1,0,1,0,2.389801716,0,,STAFFORDSHIRE,4,,,,642
Atherstone Priory,,,Atherstone,Augustinian,Austin Friars,Friars,1538,52.5741,-1.5364,Lincoln,,,,2,1,0,0,1,0,1.773100025,0,,WARWICKSHIRE,4,,,,643
Monks Kirby Priory,,,Monks Kirby,Carthusian,,Monks,1538,52.4444,-1.3199,,,,,2,0,1,0,1,0,1.522309627,0,,WARWICKSHIRE,4,,,,644
Warwick Blackfriars,,,Warwick,Dominican,,Friars,1538,52.279113,-1.593199,Oxford,,,,2,0,1,0,1,0,1.663566009,0,,WARWICKSHIRE,4,,,,645
"Greyfriars, Coventry",,,Coventry,Franciscan,"Friars Minor, Conventual",Friars,1538,52.4057,-1.5117,Worcester,,,,2,0,1,0,1,0,1.656622905,0,,WARWICKSHIRE,4,,,,646
"Whitefriars, Coventry",,,Coventry,Carmelites,,,1538,52.40502,-1.50148,,,,,2,0,1,0,1,0,1.647665325,0,,WARWICKSHIRE,4,,,,647
"Priory of St Thomas of Canterbury, Birmingham",,,Birmingham,Augustinian,,Canons,1536,52.482,-1.895,,,,,0,1,0,0,1,0,2.025378387,0,,WARWICKSHIRE,4,,,,648
Droitwich,,,Droitwich,Augustinian,Austin Friars,Friars,1538,52.270518,-2.143591,Ludlow,,,,2,1,0,0,1,0,2.163562206,0,,WORCESTERSHIRE,4,,,,649
Worcester,,,Worcester,Franciscan,"Friars Minor, Conventual",Friars,1538,52.190157,-2.218337,Worcester,,,,2,0,1,0,1,0,2.207625195,0,,WORCESTERSHIRE,4,,,,650
