guy,total,name,county,firstName,lastName,place
Thomas Kyrton bailiff of Scothorn,240.0,Barlings Abbey,LINCOLNSHIRE,Thomas,Kyrton,Scothorn
Thomas Smythe bailiff of Walmesgar and Carleton in the marsh,120.0,Barlings Abbey,LINCOLNSHIRE,Thomas,Smythe,Walmesgar
George Skynn' bailiff of Lincoln,80.0,Barlings Abbey,LINCOLNSHIRE,George,Skynn',Lincoln
John Hannew bailiff of Repham and Rysome,120.0,Barlings Abbey,LINCOLNSHIRE,John,Hannew,Repham
Jacob Letten bailiff of Sutton Scapwyk Medringham Armeston Boythby and Coysby,120.0,Barlings Abbey,LINCOLNSHIRE,Jacob,Letten,Sutton
Thomas Mydylton bailiff of Barlyngs Upton Yngham Manton Manflet and Snelland,240.0,Barlings Abbey,LINCOLNSHIRE,Thomas,Mydylton,Barlyngs
Mathew Ydyle bailiff of Newbell and Langwathe,60.0,Barlings Abbey,LINCOLNSHIRE,Mathew,Ydyle,Newbell
Henry Lamkyn bailiff,120.0,Fosse Priory,LINCOLNSHIRE,Henry,Lamkyn,
William Dalyson chief steward,240.0,Heynings Priory,LINCOLNSHIRE,William,Dalyson,
Robert Dobeggyng bailiff in Styrton Stowe etc,320.0,Heynings Priory,LINCOLNSHIRE,Robert,Dobeggyng,Styrton
John Woddos bailiff of Wylm'sley in York,160.0,Heynings Priory,LINCOLNSHIRE,John,Woddos,Wylm
John Porte chief steward,480.0,Axholme Charterhouse,LINCOLNSHIRE,John,Porte,
Thomas Porter receiver and bailiff,1280.0,Axholme Charterhouse,LINCOLNSHIRE,Thomas,Porter,
Henry Aynesworth auditor,320.0,Axholme Charterhouse,LINCOLNSHIRE,Henry,Aynesworth,
John Beamonde receiver,240.0,Axholme Charterhouse,LINCOLNSHIRE,John,Beamonde,
William Dalyson steward there,160.0,Axholme Charterhouse,LINCOLNSHIRE,William,Dalyson,
John Sheirs bailiff there,320.0,Axholme Charterhouse,LINCOLNSHIRE,John,Sheirs,
Lord Burgh chief steward,480.0,Willoughton Preceptory,LINCOLNSHIRE,Lord,Burgh,
Hugh Grantham auditor,480.0,Willoughton Preceptory,LINCOLNSHIRE,Hugh,Grantham,
Nicholas Sutton receiver,1440.0,Willoughton Preceptory,LINCOLNSHIRE,Nicholas,Sutton,
Robert Robynson bailiff of Willoughton Thorp in the Fallows Bottisford and Horkestowe,800.0,Willoughton Preceptory,LINCOLNSHIRE,Robert,Robynson,Willoughton
George Thomson bailiff of Lymber,240.0,Willoughton Preceptory,LINCOLNSHIRE,George,Thomson,Lymber
John Clerke bailiff of Theilby,240.0,Willoughton Preceptory,LINCOLNSHIRE,John,Clerke,Theilby
John Sont bailiff of Golsby,240.0,Willoughton Preceptory,LINCOLNSHIRE,John,Sont,Golsby
John Smith bailiff of Harby,320.0,Willoughton Preceptory,LINCOLNSHIRE,John,Smith,Harby
William Dalyson auditor,240.0,Thornholme Priory,LINCOLNSHIRE,William,Dalyson,
Richard Freston chief steward,480.0,Thornholme Priory,LINCOLNSHIRE,Richard,Freston,
William Anderson receiver,240.0,Thornholme Priory,LINCOLNSHIRE,William,Anderson,
William Thorp bailiff in Fereby etc,320.0,Thornholme Priory,LINCOLNSHIRE,William,Thorp,Fereby
Edward Lee bailiff of Appulby Sancton Rysby Messyngham etc,640.0,Thornholme Priory,LINCOLNSHIRE,Edward,Lee,Appulby
Thomas Hurre bailiff of Scalby Hyboldstowe Cletham etc,80.0,Thornholme Priory,LINCOLNSHIRE,Thomas,Hurre,Scalby
William Tyrwith chief steward,240.0,Gokewell Priory,LINCOLNSHIRE,William,Tyrwith,
John Smythe bailiff,240.0,Gokewell Priory,LINCOLNSHIRE,John,Smythe,
Count of Huntingtonshire chief steward,800.0,Leicester Abbey,LEICESTERSHIRE,Count,of,Huntingtonshire
Richard Temple substeward,480.0,Leicester Abbey,LEICESTERSHIRE,Richard,Temple,
Ralph Pexall steward in Farynghoo Brackley and Sygresham,480.0,Leicester Abbey,LEICESTERSHIRE,Ralph,Pexall,Farynghoo
Simon Peace bailiff and receiver for Leicester and Bruntyngthorp,480.0,Leicester Abbey,LEICESTERSHIRE,Simon,Peace,
William Mylegate bailiff and receiver of Lokyngton,480.0,Leicester Abbey,LEICESTERSHIRE,William,Mylegate,Lokyngton
Thomas Braddesale collector of Anstie,20.0,Leicester Abbey,LEICESTERSHIRE,Thomas,Braddesale,Anstie
William Sampton collector of Thurmaston,20.0,Leicester Abbey,LEICESTERSHIRE,William,Sampton,Thurmaston
John Newman collector of Bytyswell,20.0,Leicester Abbey,LEICESTERSHIRE,John,Newman,Bytyswell
"George Bartefeld and Thomas Dilk bailiffs and receivers of Warr, Lincolns, Notts, Lancs, Midd",800.0,Leicester Abbey,LEICESTERSHIRE,George,Bartefeld,Warr
Henry Combes auditor,1200.0,Leicester Abbey,LEICESTERSHIRE,Henry,Combes,
George Nedeham receiver,480.0,Launde Priory,LEICESTERSHIRE,George,Nedeham,
Count of Huntingtonshire chief steward,480.0,Launde Priory,LEICESTERSHIRE,Count,of,Huntingtonshire
Thomas Waldram substeward,320.0,Launde Priory,LEICESTERSHIRE,Thomas,Waldram,
John Gifford steward of lands in Staff Salop and Warr,480.0,Launde Priory,LEICESTERSHIRE,John,Gifford,Staff
Roger Herdewicke bailiff and receiver of Staff Salop and Warr,320.0,Launde Priory,LEICESTERSHIRE,Roger,Herdewicke,Staff
William Luffeld bailiff and receiver in Cheshire,480.0,Launde Priory,LEICESTERSHIRE,William,Luffeld,Cheshire
George Nedeham bailiff and receiver in Leicester,800.0,Launde Priory,LEICESTERSHIRE,George,Nedeham,Leicester
Henry Combes auditor,480.0,Launde Priory,LEICESTERSHIRE,Henry,Combes,
William Wright bailiff of Lodyngton,320.0,Launde Priory,LEICESTERSHIRE,William,Wright,Lodyngton
John Durraunte bailiff of Frysby,320.0,Launde Priory,LEICESTERSHIRE,John,Durraunte,Frysby
Richard Venables bailiff of Estenorton,240.0,Launde Priory,LEICESTERSHIRE,Richard,Venables,Estenorton
Robert Cocke bailiff of Halsted,240.0,Launde Priory,LEICESTERSHIRE,Robert,Cocke,Halsted
Thomas Thompson bailiff of Chastilton,120.0,Launde Priory,LEICESTERSHIRE,Thomas,Thompson,Chastilton
John Villers steward,240.0,Langley Priory,LEICESTERSHIRE,John,Villers,
John Davy bailiff of Langley and Disworth,320.0,Langley Priory,LEICESTERSHIRE,John,Davy,Langley
Anthony Babyngton chief steward,80.0,Breedon Priory,LEICESTERSHIRE,Anthony,Babyngton,
Henry Gray steward,640.0,Elstow Abbey,BEDFORDSHIRE,Henry,Gray,
Henry Combes auditor,640.0,Elstow Abbey,BEDFORDSHIRE,Henry,Combes,
Edward Wanton receiver,1200.0,Elstow Abbey,BEDFORDSHIRE,Edward,Wanton,
Henry Whithed bailiff in Elnestowe,640.0,Elstow Abbey,BEDFORDSHIRE,Henry,Whithed,Elnestowe
George Hunton bailiff of Maldon,480.0,Elstow Abbey,BEDFORDSHIRE,George,Hunton,Maldon
William Pult' bailiff of Huchin,480.0,Elstow Abbey,BEDFORDSHIRE,William,Pult',Huchin
Land rents,1250.0,Caldwell Priory,BEDFORDSHIRE,Land,rents,
William Gascoigne steward of Bedford and Shelton,160.0,Caldwell Priory,BEDFORDSHIRE,William,Gascoigne,Bedford
Nicholas Luke steward of Roxton and Collesden,160.0,Caldwell Priory,BEDFORDSHIRE,Nicholas,Luke,Roxton
John Johnson steward of Ocley and Bromham,160.0,Caldwell Priory,BEDFORDSHIRE,John,Johnson,Ocley
Henry Combes auditor,320.0,Caldwell Priory,BEDFORDSHIRE,Henry,Combes,
John Fisher bailiff and receiver there,960.0,Caldwell Priory,BEDFORDSHIRE,John,Fisher,
William Gascoigne steward,240.0,Chicksands Priory,BEDFORDSHIRE,William,Gascoigne,
James Dawn receiver,480.0,Chicksands Priory,BEDFORDSHIRE,James,Dawn,
Sylvester Todd bailiff of Chiksond ,320.0,Chicksands Priory,BEDFORDSHIRE,Sylvester,Todd,Chiksond
Henry Hall bailiff of Caysso,320.0,Chicksands Priory,BEDFORDSHIRE,Henry,Hall,Caysso
Philip Stringer bailiff of Notley,240.0,Chicksands Priory,BEDFORDSHIRE,Philip,Stringer,Notley
William Raylay bailiff of Cowpull Bedford and Sondhey,240.0,Chicksands Priory,BEDFORDSHIRE,William,Raylay,Cowpull
John Smith bailiff of Stotfold,80.0,Chicksands Priory,BEDFORDSHIRE,John,Smith,Stotfold
John Jeamys bailiff of Shefford ,160.0,Chicksands Priory,BEDFORDSHIRE,John,Jeamys,Shefford
William Gascoigne chief steward,320.0,Harrold Priory,BEDFORDSHIRE,William,Gascoigne,
Receiver (unnamed),640.0,Harrold Priory,BEDFORDSHIRE,Receiver,(unnamed),
William Bek auditor,160.0,Harrold Priory,BEDFORDSHIRE,William,Bek,
Francis Bryon chief steward,1120.0,Dunstable Priory,BEDFORDSHIRE,Francis,Bryon,
Henry Combes auditor,320.0,Dunstable Priory,BEDFORDSHIRE,Henry,Combes,
Hugh Bonyngton bailiff and collector of Dunstable,480.0,Dunstable Priory,BEDFORDSHIRE,Hugh,Bonyngton,Dunstable
Richard Brandley bailiff and collector for Luton,240.0,Dunstable Priory,BEDFORDSHIRE,Richard,Brandley,
Lord Windsor steward,720.0,Burnham Abbey,BUCKINGHAMSHIRE,Lord,Windsor,
Henry Combes auditor,480.0,Burnham Abbey,BUCKINGHAMSHIRE,Henry,Combes,
John Rolff bailiff of Burnham,480.0,Burnham Abbey,BUCKINGHAMSHIRE,John,Rolff,Burnham
Robert Waller bailiff of Bekensfeld,240.0,Burnham Abbey,BUCKINGHAMSHIRE,Robert,Waller,Bekensfeld
Robert Robynes bailiff of Snelston,240.0,Burnham Abbey,BUCKINGHAMSHIRE,Robert,Robynes,Snelston
John Mordaunte steward,240.0,Lavendon Abbey,SURREY,John,Mordaunte,
Thomas Whalley auditor,180.0,Lavendon Abbey,SURREY,Thomas,Whalley,
Peter Alman bailiff,360.0,Lavendon Abbey,SURREY,Peter,Alman,
John Habame steward,960.0,Missenden Abbey,BUCKINGHAMSHIRE,John,Habame,
Henry Fox bailiff and collector,480.0,Missenden Abbey,BUCKINGHAMSHIRE,Henry,Fox,
Thomas Mildmaye auditor,320.0,Missenden Abbey,BUCKINGHAMSHIRE,Thomas,Mildmaye,
Walter Wilcokks steward,720.0,Little Marlow Priory,BUCKINGHAMSHIRE,Walter,Wilcokks,
John Bayli bailiff,800.0,Little Marlow Priory,BUCKINGHAMSHIRE,John,Bayli,
John Gosseling steward,320.0,Stonely Priory,HUNTINGDONSHIRE,John,Gosseling,
William Beeke auditor,360.0,Stonely Priory,HUNTINGDONSHIRE,William,Beeke,
John Fel bailiff,480.0,Stonely Priory,HUNTINGDONSHIRE,John,Fel,
Lord Husey chief steward,1600.0,Ramsey Abbey,HUNTINGDONSHIRE,Lord,Husey,
John Russell steward,1200.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Russell,
Laurence Taylard steward of Graveley,240.0,Ramsey Abbey,HUNTINGDONSHIRE,Laurence,Taylard,Graveley
William Sulyerde steward of Lawcell,480.0,Ramsey Abbey,HUNTINGDONSHIRE,William,Sulyerde,Lawcell
Robert Aprice steward of St Ives,160.0,Ramsey Abbey,HUNTINGDONSHIRE,Robert,Aprice,St
Anthony Molory steward of Hemyngforde,160.0,Ramsey Abbey,HUNTINGDONSHIRE,Anthony,Molory,Hemyngforde
Thomas Wawton steward of Elington,160.0,Ramsey Abbey,HUNTINGDONSHIRE,Thomas,Wawton,Elington
Robert Druell steward of Stevecley,120.0,Ramsey Abbey,HUNTINGDONSHIRE,Robert,Druell,Stevecley
Richard Drurey receiver and collector in Norff,480.0,Ramsey Abbey,HUNTINGDONSHIRE,Richard,Drurey,Norff
Thomas Cooste bailiff of Broughton,240.0,Ramsey Abbey,HUNTINGDONSHIRE,Thomas,Cooste,Broughton
John Laurence bailiff of Moynes,120.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Laurence,Moynes
John Laurence bailiff of Upwod and Great Raveley,480.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Laurence,Upwod
Richard Boton bailiff of Little Raveley,138.0,Ramsey Abbey,HUNTINGDONSHIRE,Richard,Boton,Little
Robert Knowley bailiff of Upton Abbatis and Wenyngton,480.0,Ramsey Abbey,HUNTINGDONSHIRE,Robert,Knowley,Upton
William Parre steward of Aylton,480.0,Ramsey Abbey,HUNTINGDONSHIRE,William,Parre,Aylton
John Sands bailiff of Aylton,480.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Sands,Aylton
Richard Sapcoots steward of Weston Bryngton and Bythorne,480.0,Ramsey Abbey,HUNTINGDONSHIRE,Richard,Sapcoots,Weston
Milo Forreste bailiff of Weston,240.0,Ramsey Abbey,HUNTINGDONSHIRE,Milo,Forreste,Weston
Milo Forrest bailiff of Bryngton and Bythorne,480.0,Ramsey Abbey,HUNTINGDONSHIRE,Milo,Forrest,Bryngton
Thomas Stokks bailiff of Elington,480.0,Ramsey Abbey,HUNTINGDONSHIRE,Thomas,Stokks,Elington
Richard Warneham bailiff of Little Stevecley,80.0,Ramsey Abbey,HUNTINGDONSHIRE,Richard,Warneham,Little
Simon Wyseman bailiff of Graveley,240.0,Ramsey Abbey,HUNTINGDONSHIRE,Simon,Wyseman,Graveley
John Oliver bailiff of Wllesworthe,320.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Oliver,Wllesworthe
Thomas Hutton steward of Knapwell,240.0,Ramsey Abbey,HUNTINGDONSHIRE,Thomas,Hutton,Knapwell
John Oliver bailiff of Knapwell,120.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Oliver,Knapwell
William Gascoigne steward of Cranfelde,800.0,Ramsey Abbey,HUNTINGDONSHIRE,William,Gascoigne,Cranfelde
Robert Stevecley bailiff of Cranfelde,480.0,Ramsey Abbey,HUNTINGDONSHIRE,Robert,Stevecley,Cranfelde
Henry Norres steward of Shetlington,480.0,Ramsey Abbey,HUNTINGDONSHIRE,Henry,Norres,Shetlington
John Lawrence bailiff of Shetlington,480.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Lawrence,Shetlington
John Lawrence bailiff of Barton,480.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Lawrence,Barton
Thomas Hennage steward of Tharfelde ,480.0,Ramsey Abbey,HUNTINGDONSHIRE,Thomas,Hennage,Tharfelde
William Chambor bailiff of Tharfelde,480.0,Ramsey Abbey,HUNTINGDONSHIRE,William,Chambor,Tharfelde
Robert Payton steward of Burwell,240.0,Ramsey Abbey,HUNTINGDONSHIRE,Robert,Payton,Burwell
John Lawrence bailiff of Burwell,480.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Lawrence,Burwell
John Martyn bailiff of Chart'es,416.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Martyn,Chart
Robert Rowley steward of Halywell with Nedingworthe and others,720.0,Ramsey Abbey,HUNTINGDONSHIRE,Robert,Rowley,Halywell
Robert Crosseley bailiff of Halywell with Nedingworthe,400.0,Ramsey Abbey,HUNTINGDONSHIRE,Robert,Crosseley,Halywell
John Lawrence bailiff of Hemyngford Abbatis,480.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Lawrence,Hemyngford
John Martyn bailiff of Wodhurste,240.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Martyn,Wodhurste
Gabriel Throgm'ton bailiff of Slepe with Bustelers,240.0,Ramsey Abbey,HUNTINGDONSHIRE,Gabriel,Throgm'ton,Slepe
Gabriel Throgm'ton bailiff of St Ives,600.0,Ramsey Abbey,HUNTINGDONSHIRE,Gabriel,Throgm'ton,St
Thomas Halle steward of Houghton and others,480.0,Ramsey Abbey,HUNTINGDONSHIRE,Thomas,Halle,Houghton
Alan Browne bailiff of Houghton with Wytton,480.0,Ramsey Abbey,HUNTINGDONSHIRE,Alan,Browne,Houghton
John Lawrence bailiff of Warbois,528.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Lawrence,Warbois
Robert Emots bailiff of Wistowe,240.0,Ramsey Abbey,HUNTINGDONSHIRE,Robert,Emots,Wistowe
William Mase bailiff and collector in London,480.0,Ramsey Abbey,HUNTINGDONSHIRE,William,Mase,London
Francis Mounford steward of Brancaster,480.0,Ramsey Abbey,HUNTINGDONSHIRE,Francis,Mounford,Brancaster
Thomas Strange steward of Ringsted,240.0,Ramsey Abbey,HUNTINGDONSHIRE,Thomas,Strange,Ringsted
Robert Valenger steward of Wynbotisham and others in Norf,480.0,Ramsey Abbey,HUNTINGDONSHIRE,Robert,Valenger,Wynbotisham
Thomas Bodingfelde steward of Helgay with Wodhall,240.0,Ramsey Abbey,HUNTINGDONSHIRE,Thomas,Bodingfelde,Helgay
William Conyngesby steward of Clakclosse hundred,480.0,Ramsey Abbey,HUNTINGDONSHIRE,William,Conyngesby,Clakclosse
Robert Valenger steward of the court and tourn at Clakclosse,320.0,Ramsey Abbey,HUNTINGDONSHIRE,Robert,Valenger,Clakclosse
John Hillington bailiff of Clakclosse,640.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Hillington,Clakclosse
John Burton steward of Hurstington hundred,160.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Burton,Hurstington
John Towesland bailiff of Hurstington hundred,640.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Towesland,Hurstington
Hugh Talmache bailiff of Ramsey and Banleuc',640.0,Ramsey Abbey,HUNTINGDONSHIRE,Hugh,Talmache,Ramsey
John Burton steward of Ramsey court,120.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Burton,Ramsey
Richard Boton auditor,960.0,Ramsey Abbey,HUNTINGDONSHIRE,Richard,Boton,
Robert Emotts bailiff and collector,120.0,Ramsey Abbey,HUNTINGDONSHIRE,Robert,Emotts,
John Lawrence bailiff and collector for pittancer,160.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Lawrence,
Robert Drewrey steward of chamberer,240.0,Ramsey Abbey,HUNTINGDONSHIRE,Robert,Drewrey,
John Lawrence bailiff of Lawcell,800.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Lawrence,Lawcell
Richard Smyth bailiff and collector,240.0,Ramsey Abbey,HUNTINGDONSHIRE,Richard,Smyth,
John Freman bailiff of Girton,120.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Freman,Girton
Richard Hucchyn bailiff of Wolvey,80.0,Ramsey Abbey,HUNTINGDONSHIRE,Richard,Hucchyn,Wolvey
John Burton steward,40.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Burton,
Robert Emotts bailiff and collectoy,320.0,Ramsey Abbey,HUNTINGDONSHIRE,Robert,Emotts,
Richard Bairis collector ,40.0,Ramsey Abbey,HUNTINGDONSHIRE,Richard,Bairis,
Edward Mountague steward of Barnewell,240.0,Ramsey Abbey,HUNTINGDONSHIRE,Edward,Mountague,Barnewell
John Colles bailiff in Barnewell,320.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Colles,Barnewell
Robert Peerson bailiff and collector,184.0,Ramsey Abbey,HUNTINGDONSHIRE,Robert,Peerson,
Robert Robynson bailiff of Hurste,240.0,Ramsey Abbey,HUNTINGDONSHIRE,Robert,Robynson,Hurste
John Walgat bailiff of Walton,120.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Walgat,Walton
Robert Borought bailiff and collector,400.0,Ramsey Abbey,HUNTINGDONSHIRE,Robert,Borought,
Richard Button bailiff of Gidding and Bythorne,320.0,Ramsey Abbey,HUNTINGDONSHIRE,Richard,Button,Gidding
John Martyn bailiff and collector of Houghton and Hemyngforde,160.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Martyn,Houghton
Robert Marvyn collector,40.0,Ramsey Abbey,HUNTINGDONSHIRE,Robert,Marvyn,
John Assheton bailiff and collector ,480.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Assheton,
Alvin Wilson bailiff and collector,240.0,Ramsey Abbey,HUNTINGDONSHIRE,Alvin,Wilson,Wilson
Alvin Wilson bailiff of Ramsbury and Heithmongrove,200.0,Ramsey Abbey,HUNTINGDONSHIRE,Alvin,Wilson,Wilson
John Assheton bailiff of Ramsey,160.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Assheton,Ramsey
John Servientes steward of Over,480.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Servientes,Over
Gabriel Throgm'ton bailiff of Over,720.0,Ramsey Abbey,HUNTINGDONSHIRE,Gabriel,Throgm'ton,Over
John Brightwell bailiff of Nedingworth and Well,280.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Brightwell,Nedingworth
Henry Sherman bailiff and collector,80.0,Ramsey Abbey,HUNTINGDONSHIRE,Henry,Sherman,
Robert Rowley steward and receiver,480.0,Ramsey Abbey,HUNTINGDONSHIRE,Robert,Rowley,
John Martyn bailiff ,480.0,Ramsey Abbey,HUNTINGDONSHIRE,John,Martyn,
Richard Button auditor,712.0,Ramsey Abbey,HUNTINGDONSHIRE,Richard,Button,
Thomas Grenehalle bailiff of Burgh,920.0,Peterborough,NORTHAMPTONSHIRE,Thomas,Grenehalle,Burgh
William Dawson bailiff of Burghbury,740.0,Peterborough,NORTHAMPTONSHIRE,William,Dawson,Burghbury
Thomas Stanley bailiff of Eye,420.0,Peterborough,NORTHAMPTONSHIRE,Thomas,Stanley,Eye
Thomas Philip bailiff of Thorp,420.0,Peterborough,NORTHAMPTONSHIRE,Thomas,Philip,Thorp
William Mores bailiff of Castre,580.0,Peterborough,NORTHAMPTONSHIRE,William,Mores,Castre
John Rawlyns bailiff of Wetheryngton,740.0,Peterborough,NORTHAMPTONSHIRE,John,Rawlyns,Wetheryngton
John Birde bailiff of Glynton,660.0,Peterborough,NORTHAMPTONSHIRE,John,Birde,Glynton
Richard Cycell bailiff of Stamford,240.0,Peterborough,NORTHAMPTONSHIRE,Richard,Cycell,Stamford
John Lane for Keteryng,740.0,Peterborough,NORTHAMPTONSHIRE,John,Lane,
John Lane bailiff of Irtelyngburgh,400.0,Peterborough,NORTHAMPTONSHIRE,John,Lane,Irtelyngburgh
Henry Wyclyff receiver,-0.0,Peterborough,NORTHAMPTONSHIRE,Henry,Wyclyff,
John Lane bailiff of Stanwigge,500.0,Peterborough,NORTHAMPTONSHIRE,John,Lane,Stanwigge
Robert Baker bailiff of Oundell,820.0,Peterborough,NORTHAMPTONSHIRE,Robert,Baker,Oundell
Reginald Grenehall bailiff of Assheton,240.0,Peterborough,NORTHAMPTONSHIRE,Reginald,Grenehall,Assheton
Milo Foreste bailiff of Warmyngton,660.0,Peterborough,NORTHAMPTONSHIRE,Milo,Foreste,Warmyngton
Robert Chapman bailiff of Cotyngham,740.0,Peterborough,NORTHAMPTONSHIRE,Robert,Chapman,Cotyngham
John Rawlyns bailiff of Nass' Burgh,240.0,Peterborough,NORTHAMPTONSHIRE,John,Rawlyns,Nass
Eusebius Worsopp bailiff of Pokebroke,500.0,Peterborough,NORTHAMPTONSHIRE,Eusebius,Worsopp,Pokebroke
Edward Montague steward of Pokebroke,960.0,Peterborough,NORTHAMPTONSHIRE,Edward,Montague,Pokebroke
Robert Hunte bailiff of Howkeslowe,420.0,Peterborough,NORTHAMPTONSHIRE,Robert,Hunte,Howkeslowe
William Cony bailiff of Aldewyncle,240.0,Peterborough,NORTHAMPTONSHIRE,William,Cony,Aldewyncle
Humphrey Tayllor bailiff of Burgh,240.0,Peterborough,NORTHAMPTONSHIRE,Humphrey,Tayllor,Burgh
Robert Baker bailiff of Pokebroke,80.0,Peterborough,NORTHAMPTONSHIRE,Robert,Baker,Pokebroke
John Webster bailiff of Maxey,80.0,Peterborough,NORTHAMPTONSHIRE,John,Webster,Maxey
Richard Robynson bailiff in Sutton,160.0,Peterborough,NORTHAMPTONSHIRE,Richard,Robynson,Sutton
John Grevys bailiff of Warmyngton,40.0,Peterborough,NORTHAMPTONSHIRE,John,Grevys,Warmyngton
Thomas Button bailiff of Clopton,40.0,Peterborough,NORTHAMPTONSHIRE,Thomas,Button,Clopton
Galfredo Mason bailiff of Burgh,80.0,Peterborough,NORTHAMPTONSHIRE,Galfredo,Mason,Burgh
John Mowlesworth bailiff of Burgh,560.0,Peterborough,NORTHAMPTONSHIRE,John,Mowlesworth,Burgh
George Towgh bailiff of Gunthorp,160.0,Peterborough,NORTHAMPTONSHIRE,George,Towgh,Gunthorp
Thomas Barne bailiff of Lullyngton ,160.0,Peterborough,NORTHAMPTONSHIRE,Thomas,Barne,Lullyngton
Thomas Hakeman bailiff,80.0,Peterborough,NORTHAMPTONSHIRE,Thomas,Hakeman,
Robert Browne bailiff of Pillesyate,320.0,Peterborough,NORTHAMPTONSHIRE,Robert,Browne,Pillesyate
Humphrey Tayllor,240.0,Peterborough,NORTHAMPTONSHIRE,Humphrey,Tayllor,
Richard Padman,120.0,Peterborough,NORTHAMPTONSHIRE,Richard,Padman,
David Cycell bailiff of Tynwell,320.0,Peterborough,NORTHAMPTONSHIRE,David,Cycell,Tynwell
Thomas Waldram bailiff of Eston,500.0,Peterborough,NORTHAMPTONSHIRE,Thomas,Waldram,Eston
Richard Holte bailiff of Eston,80.0,Peterborough,NORTHAMPTONSHIRE,Richard,Holte,Eston
James Ramshawe bailiff of Alwalton,200.0,Peterborough,NORTHAMPTONSHIRE,James,Ramshawe,Alwalton
Thomas Grenehall bailiff of Fletton,240.0,Peterborough,NORTHAMPTONSHIRE,Thomas,Grenehall,Fletton
John Haddon bailiff of Thurleby,600.0,Peterborough,NORTHAMPTONSHIRE,John,Haddon,Thurleby
Thomas Hennage court steward of Fyskerton,360.0,Peterborough,NORTHAMPTONSHIRE,Thomas,Hennage,Fyskerton
Laurence Sturdyaunte bailiff of Fyskerton,420.0,Peterborough,NORTHAMPTONSHIRE,Laurence,Sturdyaunte,Fyskerton
Laurence Sturdyaunte bailiff of Repeham,400.0,Peterborough,NORTHAMPTONSHIRE,Laurence,Sturdyaunte,Repeham
Thomas Hennage steward of Scotter,360.0,Peterborough,NORTHAMPTONSHIRE,Thomas,Hennage,Scotter
Robert Cowper bailiff of Scotter,580.0,Peterborough,NORTHAMPTONSHIRE,Robert,Cowper,Scotter
Robert Cowper bailiff of Scotter liberty,160.0,Peterborough,NORTHAMPTONSHIRE,Robert,Cowper,Scotter
Robert Sawer bailiff of Walcott,80.0,Peterborough,NORTHAMPTONSHIRE,Robert,Sawer,Walcott
Hugh Atkinson bailiff of Grantham ,40.0,Peterborough,NORTHAMPTONSHIRE,Hugh,Atkinson,Grantham
John Massyngberde steward of Grantham,24.0,Peterborough,NORTHAMPTONSHIRE,John,Massyngberde,Grantham
John Hussey court steward of Goseberkyrk,800.0,Peterborough,NORTHAMPTONSHIRE,John,Hussey,Goseberkyrk
Nicholas Harryman bailiff of Goseberkyrk,744.0,Peterborough,NORTHAMPTONSHIRE,Nicholas,Harryman,Goseberkyrk
John Markeham steward of Colyngham,240.0,Peterborough,NORTHAMPTONSHIRE,John,Markeham,Colyngham
Thomas Stanley bailiff of Colyngham,580.0,Peterborough,NORTHAMPTONSHIRE,Thomas,Stanley,Colyngham
Edward Warnerr bailiff in London,240.0,Peterborough,NORTHAMPTONSHIRE,Edward,Warnerr,London
Thomas count of Rutland steward of lands in Northamptonshire,1200.0,Peterborough,NORTHAMPTONSHIRE,Thomas,count,Rutland
John Hussey bailiff ,1280.0,Peterborough,NORTHAMPTONSHIRE,John,Hussey,
Edward Montague King's justice,960.0,Peterborough,NORTHAMPTONSHIRE,Edward,Montague,
Edward Warner Thomas Brudenell and Edward Grenehalle keepers of the King's peace (JPs?),1152.0,Peterborough,NORTHAMPTONSHIRE,Edward,Warner,
Edward Campyon (JP?),192.0,Peterborough,NORTHAMPTONSHIRE,Edward,Campyon,
Edward Grenehalle and John Nanseglos auditors,4800.0,Peterborough,NORTHAMPTONSHIRE,Edward,Grenehalle,
